标签名,标签ID,描述,单位,类型
N1DCS.AGCOFFFVFRPOFF,23531,@ Ovation Control Builder @,,digital
N1DCS.APSAUTOMODE,23532,APS自动模式已投入,,digital
N1DCS.APSMODEOFF,23533,APS模式已退出,,digital
N1DCS.APSMODEON,23534,APS模式已投入,,digital
N1DCS.APSMODEPMT,23535,APS模式投入允许,,digital
N1DCS.APSSPBP1_BYPASS,23536,降负荷断点旁路,,digital
N1DCS.APSSPBP1_TIMINGPMT,23537,降负荷断点同步条件,,digital
N1DCS.APSSPBP1FINISH,23538,降负荷断点完成,,digital
N1DCS.APSSPBP1FINISH1,23539,降负荷断点完成1,,digital
N1DCS.APSSPBP1PMTACK,23540,APS停机相关系统检查卡确认,,digital
N1DCS.APSSPBP2_BYPASS,23541,#2机打闸断点旁路,,digital
N1DCS.APSSPBP2_TIMINGPMT,23542,#2机打闸断点同步条件,,digital
N1DCS.APSSPBP2FINISH,23543,#2机打闸断点完成,,digital
N1DCS.APSSPBP3_BYPASS,23544,#1余热锅炉停止断点旁路,,digital
N1DCS.APSSPBP3_TIMINGPMT,23545,#1余热锅炉停止断点同步条件,,digital
N1DCS.APSSPBP3FINISH,23546,#1余热锅炉停止断点完成,,digital
N1DCS.APSSPBP3FINISH1,23547,#1余热锅炉停止断点完成1,,digital
N1DCS.APSSPBP4_BYPASS,23548,#1机组停运断点旁路,,digital
N1DCS.APSSPBP4_TIMINGPMT,23549,#1机组停运断点同步条件,,digital
N1DCS.APSSPBP4FINISH,23550,#1机组停运断点完成,,digital
N1DCS.APSSPBP4FINISH1,23551,#1机组停运断点完成1,,digital
N1DCS.APSSPRUNNING,23552,APS停止进行中,,digital
N1DCS.APSSTARTMODE,23553,APS启机模式已投入,,digital
N1DCS.APSSTBP1_BYPASS,23554,系统准备断点旁路,,digital
N1DCS.APSSTBP1_TIMINGPMT,23555,系统准备断点同步条件,,digital
N1DCS.APSSTBP1FINISH1,23556,系统准备断点完成1,,digital
N1DCS.APSSTBP1PMTACK,23557,APS启机相关系统检查卡确认,,digital
N1DCS.APSSTBP2_BYPASS,23558,#1机组上水断点旁路,,digital
N1DCS.APSSTBP2_TIMINGPMT,23559,#1机组上水断点同步条件,,digital
N1DCS.APSSTBP2FINISH,23560,#1机组上水断点完成,,digital
N1DCS.APSSTBP2FINISH1,23561,#1机组上水断点完成1,,digital
N1DCS.APSSTBP3_BYPASS,23562,#2机启动断点旁路,,digital
N1DCS.APSSTBP3_TIMINGPMT,23563,#2机启动断点同步条件,,digital
N1DCS.APSSTBP3FINISH,23564,#2机点火断点完成,,digital
N1DCS.APSSTBP3FINISH1,23565,#2机点火断点完成1,,digital
N1DCS.APSSTBP4_BYPASS,23566,#1机并网断点旁路,,digital
N1DCS.APSSTBP4_TIMINGPMT,23567,#1机并网断点同步条件,,digital
N1DCS.APSSTBP4FINISH,23568,#1机并网断点已完成,,digital
N1DCS.APSSTBP4FINISH1,23569,#1机并网断点已完成,,digital
N1DCS.APSSTBP5_BYPASS,23570,升负荷断点旁路,,digital
N1DCS.APSSTBP5_TIMINGPMT,23571,升负荷断点同步条件,,digital
N1DCS.APSSTBP5FINISH,23572,升负荷断点已完成,,digital
N1DCS.APSSTOPMODE,23573,APS停机模式已投入,,digital
N1DCS.APSSTRUNNING,23574,APS启机进行中,,digital
N1DCS.BOTHCNDCPSTOP,23575,余热锅炉停止断点已完成,,digital
N1DCS.BOTHHPWFSTOP,23576,#1炉高压给水泵全停,,digital
N1DCS.BOTHIPWFSTOP,23577,#1炉中压给水泵全停,,digital
N1DCS.CCSMODE,23578,@ Ovation Control Builder @,,digital
N1DCS.GTALR,23579,@ Ovation Control Builder @,,digital
N1DCS.GTBRONACKOK,23580,#2机并网状态确认,,digital
N1DCS.GTBRONDMD,23581,#2机并网指令,,digital
N1DCS.GTCBON,23582,#2机负荷>7MW,,digital
N1DCS.GTCCSOFF,23583,CCS已退出,,digital
N1DCS.GTCCSONDMDPMT,23584,@ Ovation Control Builder @,,digital
N1DCS.GTCCSPMT,23585,CCS投入允许条件1,,digital
N1DCS.GTLOADL155,23586,#2机负荷<155MW,,digital
N1DCS.GTRUN,23587,#2机在运行,,digital
N1DCS.GTSTACKOK,23588,手动确认#2机可以启动,,digital
N1DCS.HILBPVAUTO,23589,高中低压旁路调阀均在自动模式,,digital
N1DCS.SEQ134101,23590,@ Ovation Control Builder @,,digital
N1DCS.SEQ134105,23591,@ Ovation Control Builder @,,digital
N1DCS.STMODESEL,23592,#1机启动模式已选(冷、温、热、?,,digital
N1DCS.TURBBRONACKOK,23593,手动确认#1机准备并网指令,,digital
N1DCS.TURBBRONDMD,23594,APS顺控#1机并网指令,,digital
N1DCS.TURBDRNVLVCLS,23595,疏水阀均在全关位,,digital
N1DCS.TURBDRNVLVOPN,23596,疏水阀均在全开位,,digital
N1DCS.TURBSTACKOK,23597,手动确认#1机准备启动指令,,digital
N1DCS.TURBSTACKPMT,23598,#1机启动允许,,digital
N1DCS.TURBSTACKPMT1,23599,#1机启动允许,,digital
N1DCS.TURBTRIPACKOK,23600,#1机手动打闸指令,,digital
N1DCS.TURBWARMFINISH,23601,#1机暖机完成,,digital
N1DCS.UNIT_START,23602,机组启动（APS模式）,,digital
N1DCS.10DCSFA002,23603,#1机冲转并网断点第1步已完成,,digital
N1DCS.10DCSFA003,23604,@ Ovation Control Builder @,,digital
N1DCS.10DCSFA009,23605,@ Ovation Control Builder @,,digital
N1DCS.10DCSFA013,23606,#1炉停止断点已完成,,digital
N1DCS.10DCSFA014,23607,#1炉停止断点已完成,,digital
N1DCS.10DCSFA015,23608,#1炉停止断点已完成,,digital
N1DCS.10DEHCLDSTUP,23609,#1机DEH为冷态启动,,digital
N1DCS.10DEHHOTSTUP,23610,#1机DEH为热态启动,,digital
N1DCS.10DEHWAMSTUP,23611,#1机DEH为温态启动,,digital
N1DCS.10LBA10CPNORMAL,23612,@ Ovation Control Builder @,,digital
N1DCS.10LBA30AA402OCP,23613,@ Ovation Control Builder @,,digital
N1DCS.10LBA30AA404OCP,23614,@ Ovation Control Builder @,,digital
N1DCS.10LBA30CPNORMAL,23615,@ Ovation Control Builder @,,digital
N1DCS.10LBB20AA402CP,23616,@ Ovation Control Builder @,,digital
N1DCS.10LBC10AA402CP,23617,@ Ovation Control Builder @,,digital
N1DCS.10LBD20AA403CP,23618,@ Ovation Control Builder @,,digital
N1DCS.10LBD30AA402CP,23619,@ Ovation Control Builder @,,digital
N1DCS.10LBD30AA404CP,23620,@ Ovation Control Builder @,,digital
N1DCS.10LBD30AA406CP,23621,@ Ovation Control Builder @,,digital
N1DCS.10LBD30AA408CP,23622,@ Ovation Control Builder @,,digital
N1DCS.10LBD30AA409CP,23623,@ Ovation Control Builder @,,digital
N1DCS.10LBD50AA402CP,23624,@ Ovation Control Builder @,,digital
N1DCS.10LBD50AA404CP,23625,@ Ovation Control Builder @,,digital
N1DCS.10LBD50AA406CP,23626,@ Ovation Control Builder @,,digital
N1DCS.10MAA10AA402CP,23627,@ Ovation Control Builder @,,digital
N1DCS.10MAA10AA404CP,23628,@ Ovation Control Builder @,,digital
N1DCS.10MAB10AA402CP,23629,@ Ovation Control Builder @,,digital
N1DCS.10MAB10AA404CP,23630,@ Ovation Control Builder @,,digital
N1DCS.10MAB20AA402CP,23631,@ Ovation Control Builder @,,digital
N1DCS.10MAC10AA402CP,23632,@ Ovation Control Builder @,,digital
N1DCS.10MAC10AA404CP,23633,@ Ovation Control Builder @,,digital
N1DCS.10MAC10AA406CP,23634,@ Ovation Control Builder @,,digital
N1DCS.10MAN20AA001AUTO,23635,@ Ovation Control Builder @,,digital
N1DCS.10MAN20AA402CP,23636,@ Ovation Control Builder @,,digital
N1DCS.10MAW17AA002AUTO,23637,@ Ovation Control Builder @,,digital
N1DCS.10MBK01AE301PF,23638,@ Ovation Control Builder @,,digital
N1DCS.10TCSAI04LL,23639,@ Ovation Control Builder @,,digital
N1DCS.10TCSDO01,23640,@ Ovation Control Builder @,,digital
N1DCS.10TCSDO03,23641,@ Ovation Control Builder @,,digital
N1DCS.10TCSDO04,23642,@ Ovation Control Builder @,,digital
N1DCS.10TCSDO06,23643,@ Ovation Control Builder @,,digital
N1DCS.10TCSDO08,23644,@ Ovation Control Builder @,,digital
N1DCS.10TCSDO09,23645,@ Ovation Control Builder @,,digital
N1DCS.11AGCFVFRP,23646,AGC在投入状态,,digital
N1DCS.12AVCAUTOOFF,23647,AVC在退出状态,,digital
N1DCS.12AVCAUTORG,23648,AVC在投入状态,,digital
N1DCS.12CBP01EJ_TQPMT,23649,@ Ovation Control Builder @,,digital
N1DCS.AGCPMT,23650,AGC投入允许,,digital
N1DCS.APSIN,23651,@ Ovation Control Builder @,,digital
N1DCS.APSMODEOFF_PLUSE,23652,APS模式已退出(脉冲),,digital
N1DCS.APSSPBP2FINISHNO,23653,@ Ovation Control Builder @,,digital
N1DCS.APSSTBP1FINISH1NO,23654,系统准备断点未完成1,,digital
N1DCS.APSSTBP3_SEQAUX1,23655,@ Ovation Control Builder @,,digital
N1DCS.APSSTBP4_SEQAUX1,23656,@ Ovation Control Builder @,,digital
N1DCS.APSSTBP4_SEQAUX2,23657,@ Ovation Control Builder @,,digital
N1DCS.APSSTBP5FINISH1,23658,升负荷断点已完成,,digital
N1DCS.BOTHCIRPMP_SEQSTOK,23659,#1机低压蒸汽压力控制模式,,digital
N1DCS.BOTHCNDPMPSTOP,23660,凝结水泵全停,,digital
N1DCS.CIRWTR_SEQSTFINISH,23661,开式水系统启顺控已完成,,digital
N1DCS.CNDPMPSEQSTOPNO1,23662,@ Ovation Control Builder @,,digital
N1DCS.CNDWTR_SEQSTFINISH,23663,@ Ovation Control Builder @,,digital
N1DCS.CNDWTRFILLACKOK,23664,凝泵密封及系统注水完成确认指令,,digital
N1DCS.CNSRCIRVLVOP,23665,凝汽器循环水出水电动门均已全开,,digital
N1DCS.COLD,23666,@ Ovation Control Builder @,,digital
N1DCS.COLDORWARMON,23667,汽机冷态/温态模式,,digital
N1DCS.D01P331_KBGB,23668,@ Ovation Control Builder @,,digital
N1DCS.D01P334,23669,@ Ovation Control Builder @,,digital
N1DCS.DCS_DEH_DO1,23670,#2机打闸断点第1步指令（至DEH,,digital
N1DCS.DCS_DEH_DO2,23671,#2机打闸断点第2步指令（至DEH,,digital
N1DCS.DCS_DEH_DO3,23672,#2机打闸断点第3步指令（至DEH,,digital
N1DCS.DEH_DCS_DI1,23673,#1机低压调阀已关,,digital
N1DCS.ELC_OKGB,23674,电气检查正常手动确认指令,,digital
N1DCS.EXHOT,23675,#1炉极热态模式启动,,digital
N1DCS.GLDSYS_SEQSPFINISH,23676,轴封系统停顺控已完成,,digital
N1DCS.GTBRONOK,23677,#2机已并网,,digital
N1DCS.GTCBOFF,23678,#2机已解列,,digital
N1DCS.GTCCS,23679,CCS已投入,,digital
N1DCS.GTH2SYSOK,23680,#2发电机氢气系统压力正常确认,,digital
N1DCS.GTLOAD15,23681,#2机负荷>15MW,,digital
N1DCS.GTOILSYSOK,23682,#2机滑油、密封油系统运行正常,,digital
N1DCS.GTREADYCTL,23683,@ Ovation Control Builder @,,digital
N1DCS.GTSPEED3000,23684,#2机转速3000rpm,,digital
N1DCS.GTSTOP,23685,#2机已停止,,digital
N1DCS.HILVLVHZERO,23686,@ Ovation Control Builder @,,digital
N1DCS.HOT,23687,@ Ovation Control Builder @,,digital
N1DCS.HPCTL,23688,@ Ovation Control Builder @,,digital
N1DCS.HPFWPASTOP,23689,#1高压给水泵已停止,,digital
N1DCS.HPFWPBSTOP,23690,#2高压给水泵已停止,,digital
N1DCS.HPSTMHTGRPOK,23691,@ Ovation Control Builder @,,digital
N1DCS.HRSGTRIPNONO,23692,@ Ovation Control Builder @,,digital
N1DCS.HXZSSYSOK,23693,化水制水系统正常确认指令,,digital
N1DCS.IPCTL,23694,@ Ovation Control Builder @,,digital
N1DCS.IPIN,23695,#1机中压蒸汽压力控制模式,,digital
N1DCS.JYPMPACK,23696,凝结水加压系统正常投运确认指令,,digital
N1DCS.LATCHED,23697,@ Ovation Control Builder @,,digital
N1DCS.LPCTLIN,23698,#1机低压蒸汽压力控制模式,,digital
N1DCS.MAINSTEAMPANDUAN,23699,高压主蒸汽温度>最佳主蒸汽温度,,digital
N1DCS.MPSTMHTGRPOK,23700,@ Ovation Control Builder @,,digital
N1DCS.QJSKJX,23701,#1机启顺控进行中,,digital
N1DCS.SEQ135101,23702,@ Ovation Control Builder @,,digital
N1DCS.SEQ135102,23703,@ Ovation Control Builder @,,digital
N1DCS.SEQ135103,23704,@ Ovation Control Builder @,,digital
N1DCS.SEQ135104,23705,@ Ovation Control Builder @,,digital
N1DCS.STCBOFF,23706,#1机已并网,,digital
N1DCS.STCBON,23707,#1机已解列,,digital
N1DCS.STHIGORV2,23708,@ Ovation Control Builder @,,digital
N1DCS.STLOADLOW100,23709,#1机负荷<100MW,,digital
N1DCS.STLOADLOW5,23710,#1机负荷<5MW,,digital
N1DCS.STLOWORV2,23711,@ Ovation Control Builder @,,digital
N1DCS.STMONORV2,23712,@ Ovation Control Builder @,,digital
N1DCS.TBEHOILSYSOK,23713,#1机润滑油系统运行正常确认,,digital
N1DCS.TPIN,23714,#1机高压蒸汽压力控制模式,,digital
N1DCS.TURBLATCHED,23715,#1机无跳闸信号,,digital
N1DCS.TURBTRIP,23716,#1机已遮断信号,,digital
N1DCS.VACM_SEQSPFINISH,23717,抽真空系统停顺控已完成,,digital
N1DCS.VACM_SEQSTFINISH,23718,抽真空系统启顺控已完成,,digital
N1DCS.WARM,23719,@ Ovation Control Builder @,,digital
N1DCS.Y0AEA12GS101OK,23720,@ Ovation Control Builder @,,digital
N1DCS.10QUA01CT301H,23721,#1机凝结水泵出口样水温度高,,digital
N1DCS.10QUA02CT301H,23722,#1机凝结水泵加药后样水温度高,,digital
N1DCS.10QUA03CT301H,23723,#1机中压省煤器入口样水温度高,,digital
N1DCS.10QUA04CT301H,23724,#1机高压省煤器入口样水温度高,,digital
N1DCS.10QUA05CT301H,23725,#1机低压汽包炉水样水温度高,,digital
N1DCS.10QUA06CT301H,23726,#1机中压汽包炉水样水温度高,,digital
N1DCS.10QUA07CT301H,23727,#1机高压汽包炉水样水温度高,,digital
N1DCS.10QUA08CT301H,23728,#1机低压饱和蒸汽样水温度高,,digital
N1DCS.10QUA09CT301H,23729,#1机中压饱和蒸汽样水温度高,,digital
N1DCS.10QUA10CT301H,23730,#1机高压饱和蒸汽样水温度高,,digital
N1DCS.10QUA11CT301H,23731,#1机低压过热蒸汽样水温度高,,digital
N1DCS.10QUA12CT301H,23732,#1机中压过热蒸汽样水温度高,,digital
N1DCS.10QUA13CT301H,23733,#1机高压过热蒸汽样水温度高,,digital
N1DCS.10QUA14CT301H,23734,#1机再热蒸汽样水温度高,,digital
N1DCS.10QUA15CT301H,23735,#1机闭式水出口母管样水温度高,,digital
N1DCS.10QUA16CT301H,23736,#2机发电机内冷水样水温度高,,digital
N1DCS.10QUA20CF001L,23737,#1机高温架冷却水进口流量低,,digital
N1DCS.10QUA20CP001L,23738,#1机高温架冷却水进口压力低,,digital
N1DCS.20QUA01CT301H,23739,#3机凝结水泵出口样水温度高,,digital
N1DCS.20QUA02CT301H,23740,#3机凝结水泵加药后样水温度高,,digital
N1DCS.20QUA03CT301H,23741,#3机中压省煤器入口样水温度高,,digital
N1DCS.20QUA04CT301H,23742,#3机高压省煤器入口样水温度高,,digital
N1DCS.20QUA05CT301H,23743,#3机低压汽包炉水样水温度高,,digital
N1DCS.20QUA06CT301H,23744,#3机中压汽包炉水样水温度高,,digital
N1DCS.20QUA07CT301H,23745,#3机高压汽包炉水样水温度高,,digital
N1DCS.20QUA08CT301H,23746,#3机低压饱和蒸汽样水温度高,,digital
N1DCS.20QUA09CT301H,23747,#3机中压饱和蒸汽样水温度高,,digital
N1DCS.20QUA10CT301H,23748,#3机高压饱和蒸汽样水温度高,,digital
N1DCS.20QUA11CT301H,23749,#3机低压过热蒸汽样水温度高,,digital
N1DCS.20QUA12CT301H,23750,#3机中压过热蒸汽样水温度高,,digital
N1DCS.20QUA13CT301H,23751,#3机高压过热蒸汽样水温度高,,digital
N1DCS.20QUA14CT301H,23752,#3机再热蒸汽样水温度高,,digital
N1DCS.20QUA15CT301H,23753,#3机闭式水出口母管样水温度高,,digital
N1DCS.20QUA16CT301H,23754,#4机发电机内冷水样水温度高,,digital
N1DCS.20QUA20CF001L,23755,#3机高温架冷却水进口流量低,,digital
N1DCS.20QUA20CP001L,23756,#3机高温架冷却水进口压力低,,digital
N1DCS.J0CSD31PF1,23757,公用UPS电源盘电源消失,,digital
N1DCS.J0CSD31PF2,23758,公用APS电源盘电源消失,,digital
N1DCS.J0DCSRUNSB,23759,DCS启动指令(启动-启动锅炉）,,digital
N1DCS.J0DCSTOPSB,23760,DCS停运指令(启动-启动锅炉）,,digital
N1DCS.J0LBD20AA001CD,23761,供热计量站母管流量计前门关指令,,digital
N1DCS.J0LBD20AA001CP,23762,供热计量站母管流量计前门全关位,,digital
N1DCS.J0LBD20AA001CPDO,23763,供热计量站母管流量计前门全关位,,digital
N1DCS.J0LBD20AA001F,23764,供热计量站母管流量计前门故障,,digital
N1DCS.J0LBD20AA001OD,23765,供热计量站母管流量计前门开指令,,digital
N1DCS.J0LBD20AA001OP,23766,供热计量站母管流量计前门全开位,,digital
N1DCS.J0LBD20AA001OPDO,23767,供热计量站母管流量计前门全开位,,digital
N1DCS.J0LBD20AA001RC,23768,供热计量站母管流量计前门在远控,,digital
N1DCS.J0LBD20AA002CD,23769,供热计量站母管流量计后门关指令,,digital
N1DCS.J0LBD20AA002CP,23770,供热计量站母管流量计后门全关位,,digital
N1DCS.J0LBD20AA002CPDO,23771,供热计量站母管流量计后门全关位,,digital
N1DCS.J0LBD20AA002F,23772,供热计量站母管流量计后门故障,,digital
N1DCS.J0LBD20AA002OD,23773,供热计量站母管流量计后门开指令,,digital
N1DCS.J0LBD20AA002OP,23774,供热计量站母管流量计后门全开位,,digital
N1DCS.J0LBD20AA002OPDO,23775,供热计量站母管流量计后门全开位,,digital
N1DCS.J0LBD20AA002RC,23776,供热计量站母管流量计后门在远控,,digital
N1DCS.J0LBD20AA003CD,23777,供热计量站旁路流量计前门关指令,,digital
N1DCS.J0LBD20AA003CP,23778,供热计量站旁路流量计前门全关位,,digital
N1DCS.J0LBD20AA003CPDO,23779,供热计量站旁路流量计前门全关位,,digital
N1DCS.J0LBD20AA003F,23780,供热计量站旁路流量计前门故障,,digital
N1DCS.J0LBD20AA003OD,23781,供热计量站旁路流量计前门开指令,,digital
N1DCS.J0LBD20AA003OP,23782,供热计量站旁路流量计前门全开位,,digital
N1DCS.J0LBD20AA003OPDO,23783,供热计量站旁路流量计前门全开位,,digital
N1DCS.J0LBD20AA003RC,23784,供热计量站旁路流量计前门在远控,,digital
N1DCS.J0LBD20AA004CD,23785,供热计量站旁路流量计后门关指令,,digital
N1DCS.J0LBD20AA004CP,23786,供热计量站旁路流量计后门全关位,,digital
N1DCS.J0LBD20AA004CPDO,23787,供热计量站旁路流量计后门全关位,,digital
N1DCS.J0LBD20AA004F,23788,供热计量站旁路流量计后门故障,,digital
N1DCS.J0LBD20AA004OD,23789,供热计量站旁路流量计后门开指令,,digital
N1DCS.J0LBD20AA004OP,23790,供热计量站旁路流量计后门全开位,,digital
N1DCS.J0LBD20AA004OPDO,23791,供热计量站旁路流量计后门全开位,,digital
N1DCS.J0LBD20AA004RC,23792,供热计量站旁路流量计后门在远控,,digital
N1DCS.J0LBG10AA003CD,23793,辅汽母管#1机侧电动门关指令,,digital
N1DCS.J0LBG10AA003CP,23794,辅汽母管#1机侧电动门全关位,,digital
N1DCS.J0LBG10AA003F,23795,辅汽母管#1机侧电动门综合故障,,digital
N1DCS.J0LBG10AA003OD,23796,辅汽母管#1机侧电动门开指令,,digital
N1DCS.J0LBG10AA003OP,23797,辅汽母管#1机侧电动门全开位,,digital
N1DCS.J0LBG10AA003RC,23798,辅汽母管#1机侧电动门在远控,,digital
N1DCS.J0LBG10AA004CD,23799,辅汽母管#3机侧电动门关指令,,digital
N1DCS.J0LBG10AA004CP,23800,辅汽母管#3机侧电动门全关位,,digital
N1DCS.J0LBG10AA004F,23801,辅汽母管#3机侧电动门综合故障,,digital
N1DCS.J0LBG10AA004OD,23802,辅汽母管#3机侧电动门开指令,,digital
N1DCS.J0LBG10AA004OP,23803,辅汽母管#3机侧电动门全开位,,digital
N1DCS.J0LBG10AA004RC,23804,辅汽母管#3机侧电动门在远控,,digital
N1DCS.J0LBG10AA005CD,23805,一、二期辅汽母管联络电门关指令,,digital
N1DCS.J0LBG10AA005CP,23806,一、二期辅汽母管联络电门全关位,,digital
N1DCS.J0LBG10AA005F,23807,一、二期辅汽母管联络电动门综故,,digital
N1DCS.J0LBG10AA005OD,23808,一、二期辅汽母管联络电门开指令,,digital
N1DCS.J0LBG10AA005OP,23809,一、二期辅汽母管联络电门全开位,,digital
N1DCS.J0LBG10AA005RC,23810,一、二期辅汽母管联络电门在远控,,digital
N1DCS.J0LBG22AA001CD,23811,启动锅炉供辅汽母管电动门关指令,,digital
N1DCS.J0LBG22AA001CP,23812,启动锅炉供辅汽母管电动门全关位,,digital
N1DCS.J0LBG22AA001F,23813,启动锅炉供辅汽母管电动门综故,,digital
N1DCS.J0LBG22AA001OD,23814,启动锅炉供辅汽母管电动门开指令,,digital
N1DCS.J0LBG22AA001OP,23815,启动锅炉供辅汽母管电动门全开位,,digital
N1DCS.J0LBG22AA001RC,23816,启动锅炉供辅汽母管电动门在远控,,digital
N1DCS.J0PGA41AA011CD,23817,#1机闭式水至空压机房电门关指令,,digital
N1DCS.J0PGA41AA011CP,23818,#1机闭式水至空压机房电门全关位,,digital
N1DCS.J0PGA41AA011F,23819,#1机闭式水至空压机房电门故障,,digital
N1DCS.J0PGA41AA011OD,23820,#1机闭式水至空压机房电门开指令,,digital
N1DCS.J0PGA41AA011OP,23821,#1机闭式水至空压机房电门全开位,,digital
